142675634,perfteacher2918130712000405156@schlperf.com,DRAGANA12000405156,ACIMOVIC12000405156,Smallwood,NY,12778,11833702,16z6u
142675653,perfteacher2918130712000405174@schlperf.com,DONNA12000405174,ACKEL12000405174,South Glens Falls,NY,12803,77386,16z7c
142675673,perfteacher2718130712000395009@schlperf.com,PAM12000395009,ACHESON12000395009,West Park,NY,12493,90896,16z2q
142675691,perfteacher2918130712000415217@schlperf.com,CONSTANCE12000415217,ACKER12000415217,Middle Grove,NY,12850,22994414,16z8i
142673045,perfteacher4919130712000149119@schlperf.com,CHARLA12000149119,ADCOCK12000149119,Wilmington,DE,19892,11805271,1728z
142673059,perfteacher7019130712000169549@schlperf.com,MARIEPASCALE12000169549,ADDISON12000169549,Washington,DC,20549,84456,172ku
142673078,perfteacher80191307120003812342@schlperf.com,MICHELLE120003812342,ABEE120003812342,Huntington,WV,25709,315555,174qi
142673093,perfteacher100201307120000914954@schlperf.com,ELIASU120000914954,ABUBAKARI120000914954,Kennesaw,GA,30160,84456,176r0
142673108,perfteacher100201307120000914958@schlperf.com,TARIK120000914958,ABUBAKER120000914958,Rome,GA,30164,178379,176r3
142673121,perfteacher100201307120000914961@schlperf.com,JANICE120000914961,ABUBAKR120000914961,Canton,GA,30169,168535,176r5
142673138,perfteacher3918130712000465777@schlperf.com,LESA12000465777,ACKMAN12000465777,Hobart,NY,13788,84535,16zo3
142673153,perfteacher1018130712000182549@schlperf.com,KAREN12000182549,ABLER12000182549,East Hartford,CT,6138,23082836,16x6e
142673167,perfteacher80191307120003912492@schlperf.com,RITA120003912492,ABEL120003912492,Lockbridge,WV,25976,11883917,174um
142673186,perfteacher90191307120005914512@schlperf.com,MARYCECILIA120005914512,ABREGO120005914512,Latta,SC,29565,178379,176eo
142673202,perfteacher1018130712000192611@schlperf.com,TOMMY12000192611,ABMAE12000192611,Storrs Mansfield,CT,6269,457272,16x86
142673223,perfteacher100191307120005314060@schlperf.com,PATRICIA120005314060,ABRAHMS120005314060,Candler,NC,28715,284299,17624
142673239,perfteacher100191307120005314075@schlperf.com,DAWN120005314075,ABRAM120005314075,Fairview,NC,28730,98664,1762k
142673257,perfteacher100191307120005314090@schlperf.com,LETITIA120005314090,ABRAM120005314090,Horse Shoe,NC,28742,325729,1762z
142673273,perfteacher100191307120005314107@schlperf.com,ANETA120005314107,ABRAMCZYK120005314107,Hendersonville,NC,28758,23008763,1763g
142673289,perfteacher100191307120005414123@schlperf.com,DONALD120005414123,ABRAMO120005414123,Scaly Mountain,NC,28775,345316,1763w
142673304,perfteacher1018130712000202714@schlperf.com,MARKITA12000202714,ABNEY12000202714,Rockfall,CT,6481,11806846,16xb0
142673323,perfteacher2918130712000324265@schlperf.com,MUSTANG12000324265,ACADEMY12000324265,Brooklyn Heights,NY,11201,190975,16yi4
142673337,perfteacher101713071200058354@schlperf.com,JAMES1200058354,ABBAS1200058354,Woburn,MA,1815,23002410,16vhg
142673353,perfteacher1918130712000212951@schlperf.com,DIANE12000212951,ABRAHAM12000212951,Livingston,NJ,7039,23206310,16xhv
142673371,perfteacher70191307120002010044@schlperf.com,LEAH120002010044,ACKERMANN120002010044,Baltimore,MD,21217,233935,172yl
142673385,perfteacher1918130712000223001@schlperf.com,LACEY12000223001,ABRAHAM12000223001,Westfield,NJ,7091,114354,16xix
142673405,perfteacher100191307120005514219@schlperf.com,DAWN120005514219,ABRAMS120005514219,Lynchburg,SC,29080,11812571,1766k
142673421,perfteacher70191307120002010110@schlperf.com,JOY120002010110,ACKERT120002010110,Towson,MD,21286,84358,1730g
142673716,perfteacher70191307120002310453@schlperf.com,CLEMENCIA120002310453,ACOSTA120002310453,Quantico,VA,22134,214427,173a0
142673458,perfteacher100191307120005514259@schlperf.com,JAMIE120005514259,ABRAMS120005514259,Springfield,SC,29146,209791,1767o
142673476,perfteacher100191307120005514271@schlperf.com,JESSICA120005514271,ABRAMS120005514271,Vance,SC,29163,291640,17680
142673494,perfteacher1918130712000233109@schlperf.com,KAREN12000233109,ABRAHAMS12000233109,Paterson,NJ,7508,209791,16xlz
142673806,perfteacher1418130712000243253@schlperf.com,DEBORAH12000243253,ABRAMAITYS12000243253,Dover,NJ,7802,23002410,16xq1
142673528,perfteacher100191307120005614311@schlperf.com,LISE120005614311,ABRAMS120005614311,Columbia,SC,29250,90881,17691
142673546,perfteacher111713071200059480@schlperf.com,LYNN1200059480,ABBE1200059480,Sharon,MA,2067,198938,16vky
142673561,perfteacher100191307120005614333@schlperf.com,MELISSA120005614333,ABRAMS120005614333,Cross Anchor,SC,29331,80402,1769r
142672799,perfteacher100191307120004713499@schlperf.com,LISA120004713499,ABNER120004713499,Cliffside,NC,28024,262717,175ml
142673600,perfteacher111813071200000512@schlperf.com,AMY1200000512,ABBEY1200000512,Boston,MA,2124,161984,16vlu
142673618,perfteacher101813071200000525@schlperf.com,DAYNA1200000525,ABBEY1200000525,Jamaica Plain,MA,2130,57646,16vm7
142673640,perfteacher111813071200000536@schlperf.com,KAREN1200000536,ABBEY1200000536,Hyde Park,MA,2136,11859358,16vmi
142672848,perfteacher90191307120005414184@schlperf.com,BARB120005414184,ABRAMS120005414184,Chappells,SC,29037,57603,1765l
142673680,perfteacher6019130712000139016@schlperf.com,TYLER12000139016,ADAMSON12000139016,Limekiln,PA,19535,23082836,17262
142673699,perfteacher80191307120004413177@schlperf.com,MELISSA120004413177,ABEYTA120004413177,Chapel Hill,NC,27514,168535,175dl
142673717,perfteacher100191307120005814439@schlperf.com,MARISEL120005814439,ABRAMSON120005814439,Mount Pleasant,SC,29464,84528,176co
142672901,perfteacher3918130712000435466@schlperf.com,LOIS12000435466,ACKERMAN12000435466,Solvay,NY,13209,134812,16zff
142673754,perfteacher111813071200001607@schlperf.com,DEBORAH1200001607,ABBOT1200001607,Boston,MA,2293,23085294,16voh
142673774,perfteacher91191307120004012662@schlperf.com,JENNIE120004012662,ABELLA120004012662,Slatyfork,WV,26291,422593,174zb
142673795,perfteacher1318130712000243282@schlperf.com,DAN12000243282,ABRAMOSKI12000243282,Glasser,NJ,7837,91353,16xqt
142672951,perfteacher6019130712000057844@schlperf.com,GINGER12000057844,ADAMS12000057844,Rheems,PA,17570,90881,1719h
142673837,perfteacher1618130712000243300@schlperf.com,LISA12000243300,ABRAMOWICZ12000243300,Mount Arlington,NJ,7856,84605,16xrb
142673855,perfteacher2918130712000374795@schlperf.com,THERESA12000374795,ACEVEDO12000374795,Niverville,NY,12130,11887509,16ywt
142673873,perfteacher101813071200002682@schlperf.com,CHERREE1200002682,ABBOTT1200002682,Newton,MA,2464,84456,16vqk
142673019,perfteacher3918130712000445629@schlperf.com,THOMAS12000445629,ACKERSON12000445629,Utica,NY,13504,155825,16zjy
142673914,perfteacher1618130712000253379@schlperf.com,DIANNE12000253379,ABRAMS12000253379,Browns Mills,NJ,8015,198938,16xth
142673932,perfteacher101813071200003721@schlperf.com,DORA1200003721,ABBOTT1200003721,East Wareham,MA,2538,23206310,16vrq
142673948,perfteacher141813071200003748@schlperf.com,JACQUELINE1200003748,ABBOTT1200003748,Barnstable,MA,2630,57646,16vsg
142673969,perfteacher141813071200003763@schlperf.com,JENA1200003763,ABBOTT1200003763,Harwich Port,MA,2646,193253,16vst
142673990,perfteacher91191307120004212927@schlperf.com,BRIAN120004212927,ABERNATHY120004212927,Brandywine,WV,26802,332799,1756p
142674009,perfteacher1918130712000263582@schlperf.com,JILL12000263582,ABRAMSON12000263582,Elmer,NJ,8318,11752927,16xz2
142674029,perfteacher1918130712000273600@schlperf.com,RICHARD12000273600,ABRAMSON12000273600,Newport,NJ,8345,11884711,16xzk
142674050,perfteacher131813071200004875@schlperf.com,RACHEL1200004875,ABBOTT1200004875,North Kingstown,RI,2852,232065,16vvx
142674071,perfteacher3919130712000017265@schlperf.com,AMY12000017265,ADAMISZYN12000017265,North Springfield,PA,16430,373451,170te
142674092,perfteacher3919130712000017290@schlperf.com,GUY12000017290,ADAMO12000017290,Erie,PA,16514,78034,170ty
142674114,perfteacher1618130712000263572@schlperf.com,DANIEL12000263572,ABRAMSON12000263572,Bridgeton,NJ,8302,11883917,16xyw
142674133,perfteacher101813071200004864@schlperf.com,PATRICIA1200004864,ABBOTT1200004864,Hopkinton,RI,2833,214427,16vvm
142674151,perfteacher131813071200005951@schlperf.com,LORI1200005951,ABBOTT1200005951,Deerfield,NH,3037,23134904,16vy4
142674168,perfteacher101813071200005893@schlperf.com,ROY1200005893,ABBOTT1200005893,Tiverton,RI,2878,49682,16vwf
142674188,perfteacher70191307120002710983@schlperf.com,RAMON120002710983,ABAN120002710983,Water View,VA,23180,79269,173oo
142674203,perfteacher1918130712000283756@schlperf.com,MARICARMEN12000283756,ABREU12000283756,Bloomsbury,NJ,8804,30140538,16y3y
142673275,perfteacher2918130712000324212@schlperf.com,LULA12000324212,ABUSALIH12000324212,Floral Park,NY,11002,348707,16ygm
142674243,perfteacher81191307120002510749@schlperf.com,VINCENT120002510749,ACOSTA120002510749,Hinton,VA,22831,77386,173i8
142674267,perfteacher70191307120002811070@schlperf.com,ADIJAT120002811070,ABASS120002811070,Belle Haven,VA,23306,11923623,173r4
142674289,perfteacher1118130712000061003@schlperf.com,KATZMAREK12000061003,ABBY12000061003,Bristol,NH,3222,84456,16vzi
142674306,perfteacher1018130712000061006@schlperf.com,XYZ12000061006,ABC12000061006,Thornton,NH,3223,134812,16vzk
142673354,perfteacher118130712000091372@schlperf.com,AHMED12000091372,ABDULLATIF12000091372,Springvale,ME,4083,198938,16w9q
142674351,perfteacher2118130712000303944@schlperf.com,SCOTT12000303944,ABSHER12000303944,New York,NY,10167,422885,16y96
142674369,perfteacher1018130712000061056@schlperf.com,MARTHA12000061056,ABDEL12000061056,Suncook,NH,3275,23134288,16w0y
142674388,perfteacher1018130712000061075@schlperf.com,ABDEL12000061075,ABDELAZIZ12000061075,Concord,NH,3301,84456,16w1j
142674409,perfteacher91191307120004713426@schlperf.com,MACK120004713426,ABLES120004713426,Belvidere,NC,27919,44180,175kj
142674430,perfteacher1718130712000071161@schlperf.com,MELISSA12000071161,ABDINE12000071161,North Walpole,NH,3609,44180,16w3u
142674449,perfteacher1718130712000071178@schlperf.com,LAURA12000071178,ABDO12000071178,Lebanon,NH,3766,11753037,16w4c
142674466,perfteacher1618130712000071183@schlperf.com,STACY12000071183,ABDO12000071183,Croydon,NH,3773,70576,16w4i
142674486,perfteacher1618130712000071202@schlperf.com,REBBECA12000071202,ABDOTT12000071202,Harts Location,NH,3812,22994414,16w50
142674507,perfteacher1618130712000071219@schlperf.com,ALICIA12000071219,ABDUL12000071219,Barrington,NH,3825,11840890,16w5g
142673524,perfteacher1418130712000222983@schlperf.com,JOSH12000222983,ABRAHAM12000222983,Rutherford,NJ,7070,196855,16xii
142674544,perfteacher11713071200056279@schlperf.com,NICOLE1200056279,ABATE1200056279,Sterling,MA,1564,79269,16vfd
142674561,perfteacher2118130712000314144@schlperf.com,LAYLA12000314144,ABUISBA12000314144,Chester,NY,10918,11895480,16yeq
142674580,perfteacher1518130712000081265@schlperf.com,FAHEEM12000081265,ABDULLATEEF12000081265,Sanbornville,NH,3872,179688,16w6p
142674599,perfteacher1518130712000081281@schlperf.com,NAJWA12000081281,ABDULTAWWAB12000081281,Wonalancet,NH,3897,208442,16w78
142673617,perfteacher3918130712000576696@schlperf.com,BEKKI12000576696,ADAIR12000576696,Brownfield,PA,15416,50229,170dm
142674635,perfteacher218130712000081301@schlperf.com,AMANDA12000081301,ABDULKARIM12000081301,Biddeford,ME,4007,50574,16w7q
142674654,perfteacher2118130712000324231@schlperf.com,RUSSI12000324231,ABUZAHRIEH12000324231,Plandome,NY,11030,11764494,16yh6
142674673,perfteacher2118130712000324249@schlperf.com,PRECY12000324249,ACACIO12000324249,Far Rockaway,NY,11096,347869,16yhn
142674693,perfteacher218130712000091363@schlperf.com,TAAJ12000091363,ABDULLAH12000091363,Pine Point,ME,4074,168456,16w9h
142673713,perfteacher3918130712000586820@schlperf.com,RAY12000586820,ADAIR12000586820,Arona,PA,15617,11895480,170h1
142674727,perfteacher1118130712000091440@schlperf.com,NAHOKO12000091440,ABE12000091440,East Wilton,ME,4234,114354,16wbm
142674748,perfteacher218130712000091420@schlperf.com,PATRICIA12000091420,ABDUR12000091420,Mason Township,ME,4217,168456,16wb2
142674764,perfteacher2118130712000334340@schlperf.com,JENNIFER12000334340,ACCASHIAN12000334340,Bayside,NY,11364,90896,16yk6
142674783,perfteacher2118130712000334357@schlperf.com,CATHEY12000334357,ACCETTELLA12000334357,East Elmhurst,NY,11371,11776683,16ykn
142673812,perfteacher121813071200002706@schlperf.com,DAWANA1200002706,ABBOTT1200002706,Needham Heights,MA,2494,53953,16vr6
142674821,perfteacher2118130712000334393@schlperf.com,ADRIAN12000334393,ACCORDI12000334393,Jamaica,NY,11415,23006309,16yln
142674840,perfteacher2218130712000324246@schlperf.com,EMILIA12000324246,ACABEO12000324246,Port Washington,NY,11054,233935,16yhk
142674861,perfteacher2118130712000344429@schlperf.com,SCHLDIST12000344429,ACCTSPAYABLE12000344429,Jamaica,NY,11433,11786854,16ymm
142674880,perfteacher1618130712000111585@schlperf.com,JENNY12000111585,ABEL12000111585,Hampden,ME,4444,11918028,16wfn
142674899,perfteacher1718130712000111623@schlperf.com,MARLENE12000111623,ABEL12000111623,Monson,ME,4464,23121010,16wgo
142674918,perfteacher1018130712000111599@schlperf.com,KATHY12000111599,ABEL12000111599,Levant,ME,4456,11806846,16wg4
142674938,perfteacher1318130712000111692@schlperf.com,ADELA12000111692,ABELA12000111692,Edgecomb,ME,4556,23002410,16wim
142674955,perfteacher1018130712000111642@schlperf.com,RICHARD12000111642,ABEL12000111642,Sangerville,ME,4479,11922500,16wh5
142674975,perfteacher1118130712000111694@schlperf.com,YVONNE12000111694,ABELA12000111694,Pemaquid,ME,4558,11930380,16wio
142674995,perfteacher1018130712000111678@schlperf.com,TINA12000111678,ABEL12000111678,Bristol,ME,4539,123219,16wi8
142675011,perfteacher1518130712000111705@schlperf.com,ALLISON12000111705,ABELE12000111705,Washington,ME,4574,309300,16wiw
142675029,perfteacher1418130712000111693@schlperf.com,DIANN12000111693,ABELA12000111693,New Harbor,ME,4558,325729,16win
142675047,perfteacher1118130712000121770@schlperf.com,KARE12000121770,ABELL12000121770,Charlotte,ME,4666,22990183,16wkt
142675066,perfteacher1118130712000121790@schlperf.com,PERCY12000121790,ABELL12000121790,Surry,ME,4684,50229,16wlb
142675086,perfteacher1118130712000121809@schlperf.com,BIANCA12000121809,ABELLA12000121809,Sheridan,ME,4732,168456,16wlw
142675107,perfteacher1418130712000121773@schlperf.com,KATRINA12000121773,ABELL12000121773,Big Lake Township,ME,4668,22997424,16wkv
142675127,perfteacher1418130712000121793@schlperf.com,SANDY12000121793,ABELL12000121793,Wesley,ME,4686,233935,16wlf
142675146,perfteacher1418130712000121813@schlperf.com,INGRID12000121813,ABELLA12000121813,Blaine,ME,4734,130898,16wly
142675166,perfteacher2318130712000354628@schlperf.com,DAVID12000354628,ACEVEDO12000354628,Wantagh,NY,11793,85274,16ys5
142675185,perfteacher1318130712000131959@schlperf.com,CARLIE12000131959,ABERCROMBIE12000131959,Hinckley,ME,4944,234486,16wq0
142675203,perfteacher1318130712000141982@schlperf.com,MARY12000141982,ABERCROMBIE12000141982,North Anson,ME,4958,348707,16wqp
142675220,perfteacher2318130712000131944@schlperf.com,VALERIE12000131944,ABER12000131944,Chain Of Ponds Twp,ME,4936,91353,16wpn
142675240,perfteacher1818130712000131912@schlperf.com,MINDY12000131912,ABENDROTH12000131912,Waterville,ME,4903,11898176,16wom
142675261,perfteacher2618130712000364650@schlperf.com,ESTHER12000364650,ACEVEDO12000364650,Center Moriches,NY,11934,23002816,16yss
142675279,perfteacher1118130712000142007@schlperf.com,WENDY12000142007,ABERCROME12000142007,Solon,ME,4979,218049,16wrd
142675296,perfteacher1118130712000142027@schlperf.com,PANCHO12000142027,ABERILLO12000142027,West Farmington,ME,4992,168535,16wrx
142675315,perfteacher2318130712000374776@schlperf.com,SANDRA12000374776,ACEVEDO12000374776,Johnstown,NY,12095,11795435,16ywb
142675331,perfteacher2018130712000152183@schlperf.com,SCOTT12000152183,ABERNATHY12000152183,East Fairfield,VT,5448,115037,16ww7
142675348,perfteacher1018130712000142036@schlperf.com,DIANN12000142036,ABERLE12000142036,Brookfield,VT,5036,130898,16ws6
142675368,perfteacher1018130712000142053@schlperf.com,TOM12000142053,ABERLI12000142053,North Hartland,VT,5052,44180,16wsn
142675388,perfteacher1018130712000142072@schlperf.com,BARRY12000142072,ABERNATHY12000142072,Taftsville,VT,5073,239852,16wt8
142675408,perfteacher1018130712000152094@schlperf.com,DANITA12000152094,ABERNATHY12000152094,Chester,VT,5143,22994414,16wts
142675431,perfteacher1618130712000152156@schlperf.com,MELISSA12000152156,ABERNATHY12000152156,West Townshend,VT,5359,299754,16wvi
142675450,perfteacher1818130712000152133@schlperf.com,KAYLA12000152133,ABERNATHY12000152133,Brattleboro,VT,5304,348707,16wuv
142675468,perfteacher2018130712000162317@schlperf.com,KATHY12000162317,ABEYTA12000162317,Gaysville,VT,5746,22994414,16wzx
142675488,perfteacher1318130712000162265@schlperf.com,JESSI12000162265,ABERSON12000162265,Moscow,VT,5662,23134288,16wyn
142675506,perfteacher2018130712000172354@schlperf.com,SARAH12000172354,ABHOLD12000172354,Barton,VT,5822,11817379,16x16
142675524,perfteacher2918130712000395049@schlperf.com,KELLY12000395049,ACHILLES12000395049,Wiccopee,NY,12533,11923623,16z3u
142675548,perfteacher1318130712000162326@schlperf.com,MAXINE12000162326,ABEYTA12000162326,Mount Holly,VT,5758,23082836,16x08
142675566,perfteacher2018130712000172419@schlperf.com,JOYCE12000172419,ABILLE12000172419,Bloomfield,CT,6002,512847,16x2q
142675586,perfteacher2018130712000172435@schlperf.com,JOY12000172435,ABIODUN12000172435,East Canaan,CT,6024,232065,16x39
142675606,perfteacher2018130712000172454@schlperf.com,KATHY12000172454,ABITZ12000172454,Manchester,CT,6045,49682,16x3s
142675625,perfteacher1818130712000162312@schlperf.com,FRANCES12000162312,ABEYTA12000162312,Fair Haven,VT,5743,168456,16wzt
142675644,perfteacher2518130712000172346@schlperf.com,GEORGIY12000172346,ABGARYAN12000172346,Clarendon Springs,VT,5777,30140538,16x0w
142675663,perfteacher1418130712000162316@schlperf.com,JULIE12000162316,ABEYTA12000162316,Forest Dale,VT,5745,11890455,16wzy
142675681,perfteacher1418130712000162334@schlperf.com,SABRINA12000162334,ABEYTA12000162334,Proctor,VT,5765,11840890,16x0g
142675704,perfteacher2418130712000172444@schlperf.com,ANTONIO12000172444,ABITABILE12000172444,Glastonbury,CT,6033,11941930,16x3i
142675721,perfteacher2618130712000395063@schlperf.com,KRISTINE12000395063,ACHKAR12000395063,Montgomery,NY,12549,113780,16z47
142675739,perfteacher2118130712000182524@schlperf.com,MICHELLE12000182524,ABLE12000182524,West Hartford,CT,6117,11913685,16x5q
142675757,perfteacher2618130712000405102@schlperf.com,SUE12000405102,ACHTENBERG12000405102,Poughkeepsie,NY,12602,11800109,16z5a
142675778,perfteacher2518130712000182482@schlperf.com,MATTHEW12000182482,ABLAN12000182482,Stafford Springs,CT,6076,130898,16x4j
142675798,perfteacher2418130712000182537@schlperf.com,GADE12000182537,ABLEM12000182537,Wethersfield,CT,6129,196855,16x63
142675814,perfteacher1418130712000182472@schlperf.com,LINDA12000182472,ABKIMA12000182472,Rocky Hill,CT,6067,57603,16x4a
142675832,perfteacher1418130712000182491@schlperf.com,GREG12000182491,ABLAVSKY12000182491,Unionville,CT,6085,11806846,16x4t
142673169,perfteacher1018130712000182568@schlperf.com,ELIZABETH12000182568,ABLES12000182568,Wethersfield,CT,6161,78242,16x6y
142673183,perfteacher1018130712000182589@schlperf.com,TAMARA12000182589,ABLES12000182589,Fabyan,CT,6245,168535,16x7j
142673199,perfteacher90191307120005914521@schlperf.com,ROSIE120005914521,ABREGO120005914521,Surfside Beach,SC,29575,98664,176ex
142673216,perfteacher80191307120003912554@schlperf.com,ANDREA120003912554,ABELE120003912554,Tanner,WV,26137,161984,174wb
142673230,perfteacher1118130712000192691@schlperf.com,ELLIE12000192691,ABNEY12000192691,Marlborough,CT,6447,23135243,16xaa
142673247,perfteacher90191307120005814465@schlperf.com,SHARON120005814465,ABRANTES120005814465,Charleston,SC,29492,23002908,176di
142673262,perfteacher1118130712000202724@schlperf.com,STEPHEN12000202724,ABNEY12000202724,Wallingford,CT,6492,39541,16xbb
142673279,perfteacher90201307120000014568@schlperf.com,ESMILDA120000014568,ABREU120000014568,Greenville,SC,29616,30084066,176g9
142673295,perfteacher90201307120000014579@schlperf.com,HILDA120000014579,ABREU120000014579,Central,SC,29630,196855,176gh
142673312,perfteacher5018130712000475927@schlperf.com,ANTHONY12000475927,ACOSTA12000475927,Ransomville,NY,14131,373451,16zs9
142673329,perfteacher91191307120003512067@schlperf.com,ALICIA120003512067,ABDUL120003512067,Widen,WV,25211,168456,174iv
142673345,perfteacher1118130712000202823@schlperf.com,SUZANNE12000202823,ABOUELKHAIR12000202823,New Preston,CT,6777,5783,16xe1
142673362,perfteacher2918130712000334302@schlperf.com,BERTHA12000334302,ACASTA12000334302,Brooklyn,NY,11236,11753037,16yj5
142673379,perfteacher3918130712000486063@schlperf.com,JENNIFER12000486063,ACOSTA12000486063,Groveland,NY,14462,11930380,16zw1
142673396,perfteacher2918130712000334337@schlperf.com,SUSAN12000334337,ACCARELLI12000334337,Douglaston,NY,11363,428648,16yk3
142673413,perfteacher2918130712000334360@schlperf.com,SARAH12000334360,ACCETTURA12000334360,Elmhurst,NY,11373,30119144,16yks
142673431,perfteacher80191307120004212872@schlperf.com,LAURA120004212872,ABERGAL120004212872,Belva,WV,26656,23085294,17554
142673447,perfteacher3918130712000556490@schlperf.com,JANE12000556490,ACTON12000556490,White Oak,PA,15131,359439,1707s
142673466,perfteacher80191307120004212910@schlperf.com,SHEILA120004212910,ABERNATHEY120004212910,Mount Storm,WV,26739,11805271,1756a
142673485,perfteacher80191307120004212936@schlperf.com,CHRISTEN120004212936,ABERNATHY120004212936,Moyers,WV,26815,56992,1756x
142673500,perfteacher80191307120004212956@schlperf.com,FRED120004212956,ABERNATHY120004212956,Upper Tract,WV,26866,11773436,1757i
142673518,perfteacher80191307120004312980@schlperf.com,KATHY120004312980,ABERNATHY120004312980,Mayodan,NC,27027,77386,17585
142673535,perfteacher5018130712000506155@schlperf.com,MIKKI12000506155,ACOSTA12000506155,Webster,NY,14580,11859358,16zyl
142673552,perfteacher117130712000472@schlperf.com,RUBY12000472,ABBA12000472,Christiana,DE,19702,56992,16v7o
142673572,perfteacher80191307120004313038@schlperf.com,STACY120004313038,ABERNATHY120004313038,Burlington,NC,27215,11840890,1759t
142673590,perfteacher80191307120004313060@schlperf.com,ZACK120004313060,ABERNATHY120004313060,Graham,NC,27253,348707,175ae
142673610,perfteacher1918130712000243219@schlperf.com,ALISHA12000243219,ABRAM12000243219,Keansburg,NJ,7734,203724,16xp1
